id,title,eligibleBusinessLocation,applicationCost,applicationDeadline,avgApplicationTime,benefitDescription,agencyContactName,agencyContactEmail,agencyContactPhone,minimumYearsInBusiness,eligibleEntityTypes,currentEmployeesRequired,annualRevenue,eligibleIndustries,gender,additionalDemographics,additionalGeneralInformation,investingOwnMoney,moneyInvested,createdAt,updatedAt,purpose,age,benefitType,creatorId,agencyId
53,Empleo Directo al Centro Urbano (EDCU),{anywhere_in_pr},0,2050-06-29 17:00:00-07,30 a 90 dias ,"El programa de Empleo Directo al Centro Urbano (EDCU) tiene como propósito principal estimular el desarrollo del centro urbano creando nuevos empleos a través de incentivos salariales a pequeños y medianos empresarios.

 

Este incentivo aplica a la creación de nuevos empleos con los siguientes beneficios:

Reembolso al patrono del 50% del salario pagado hasta un máximo de $3.62 (50% de $7.25)

Incentivo vigente por un año con opción a renovación un segundo año sujeto a la retención de un 75% de los empleados contratados durante el primer año.

Los negocios localizados en centros urbanos podrán obtener incentivos para un máximo de 25 empleados nuevos, a tiempo completo. Esto podría significar un ahorro de hasta $132,000 en su nómina anual.

Negocios localizados fuera del centro urbano podrán obtener incentivos para un máximo de 15 empleados, a tiempo completo. Esto podría significar un ahorro de hasta $79,200 en su nómina anual.",Primer Peso,primerpeso@cce.pr.gov,787 294-0101,0,"{any,non_profit,for_profit,sole_proprietor,cooperative}",{any},{any},{any},any,"{any,student,veteran,minority}","¿Qué empresa es elegible?

La empresa es elegible si:

Está autorizada a realizar negocios en Puerto Rico.

Es de capital nativo, identificada con la manufactura, comercio, servicios, turismo, agricultura, reciclaje, agroindustria o tecnología.

Es negocio nuevo, negocio en expansión o un autoempleo (donde el dueño es el único empleado).

Genera ventas brutas anuales de $5 millones o menos y cuenta con 25 empleados o menos trabajando a tiempo completo.

Requiere un mínimo de 32 horas trabajadas semanalmente y el reembolso es de hasta un máximo de 40 horas trabajadas.

Ofrecer a los empleados, cuyo sueldo se vea beneficiado por el incentivo salarial, los mismos beneficios y derechos que a los otros empleados de la empresa.

Cumplir con las leyes, reglamentos y normas laborales y contributivas estatales y federales.

No tener deuda con el gobierno.

No ser parte de una franquicia o cadena, excepto las empresas que sean parte de las cadenas voluntarias.",false,"",2014-07-29 15:16:30.042-07,2014-11-26 12:23:36.986-08,"{open_location,open_franchise,train_employees,hire_employees,start_business,relocate_business}",{0},"{incentive,reimbursement}",7,7
93,Agroinnova,{caguas},0,2024-06-29 17:00:00-07,3 años,"Puedes desarrollar nuevos productos con materia prima local para crear empleos para jovenes y llevar tu negocio a otro nivel 
",Ana Gloria Rodríguez ,anarodz1965@gmail.com,787-961-2001,0,{any},{1_5},{0_99999},{11},any,,"",,"",2014-09-10 11:18:31.293-07,2014-11-06 11:23:54.347-08,{open_location},{0},{other},8,1
10,Seminarios,{caguas},0,2024-06-29 17:00:00-07,Depend on when courses are provided,Elegible units can apply for tax break as well as financing through corporations allied to the Municipality.,Carmen Ivette Ramírez ,cramirez@caguas.gov.pr,7876538833,0,{any},{any},{any},{any},any,{any},Courses that instruct people to build their business plan.,false,0,2014-07-02 11:52:08.98-07,2014-11-06 07:03:23.939-08,"{open_location,open_franchise,train_employees,working_capital,hire_employees,start_business,export,keep_employees,relocate_business,other}",{0},"{incentive,expertise}",8,1
46,Certificación de Cadenas Voluntarias,{anywhere_in_pr},10000,2050-06-29 17:00:00-07,30 a 60 dias ,"1. Exime a la Cadena del pago de patentes municipales sobre todo volumen de ventas generado a través del Programa.

2. Exime a la Cadena del pago de contribución sobre el inventario o propiedad mueble. De esta manera se evita la doble tributación ya que se paga solamente como negocio individual, al ser transferido el inventario al mismo.

3. Brinda la oportunidad de realizar las compras en conjunto para obtener mejores precios, mejores términos de pagos y maximizar las ganancias.

4. Reduce los costos operacionales.

5. Mantiene personalidad jurídica.

6. Permite establecer una marca común.",Primer Peso,primerpeso@cce.pr.gov,787 294-0101,0,"{for_profit,cooperative}",{any},{any},{any},any,"{veteran,minority}","IMPORTANTE: Costo de la certificación varía por unidad y de acuerdo al volumen de ventas.

Requisitos

1. Ser parte de un grupo de negocios independientes que compartan un nombre común.
2. Poseer de uno hasta cinco negocios por empresario.
3. Similitud en los productos o servicios que ofrecen

REQUISITOS REGLAMENTARIOS PARA LA CADENA VOLUNTARIA 

1. Certificado de Incorporación del Departamento de Estado o copia certificada de escrituras constitutivas y evidencia de registro si es una sociedad.
2. Certificado de ""Good Standing"" del Departamento de Estado.
3. Copia de la tarjeta de Seguro Social Patronal.
4. Copia del Reglamento Interno de la cadena aprobado por su Junta de Directores.
5. Evidencia de Inscripción en el Registro de Marcas de Fábrica del Departamento de Estado, si intenta crear una marca de fábrica para el producto que vende.
6. Carta Compromiso firmada por todos los integrantes de la cadena, demostrativa de la intención de satisfacer los derechos correspondientes que le sean requeridos, dentro de los quince días laborables siguientes a la fecha de notificación de que preliminarmente su solicitud ha sido aprobada.
7. Cualquier otro documento o requisito que de tiempo en tiempo la CCE o la Oficina de Asuntos Municipales determine.

REQUISITOS REGLAMENTARIOS PARA CADA UNIDAD DE LA CADENA VOLUNTARIA

1. Copia del Permiso de Uso de la Administración de Reglamentos y Permisos (ARPE), el cual debe ser compatible con el uso actual de la unidad de la cadena.
2. Copia de la patente municipal.
3. Dos fotos 4 x 6 del frente del local.
4. Copia de la tarjeta de Seguro Social Patronal
5. Copia del título de propiedad, contrato, escritura o documento que acredite el uso autorizado o título del local
6. Copia del Seguro de Responsabilidad Pública
7. Certificación negativa de deuda o evidencia de plan de pago del CRIM.
8. Certificación negativa de deuda del Seguro por Desempleo / Incapacidad del Departamento del Trabajo.
9. Certificación negativa de deuda o evidencia de plan de pago del Departamento de Hacienda.
10. Copia certificada de escritura constituída y evidencia de registro o certificado de incorporación del Departamento de Estado.
11. Copia simple de la Planilla de Contribución sobre Ingresos del Negocio correspondiente a los dos últimos años, anteriores a la solicitud.
12. Resumen sobre Operaciones sobre Negocios preparado por la CCE.
13. Cualquier otro documento o requisito que de tiempo en tiempo la CCE o la Oficina de Asuntos Municipales determine.

Los beneficios que otorga cada Ley son:

Ley Núm. 103 del 17 de junio de 2000 - Exime de la contribución sobre inventario (propiedad mueble) que mantienen para transferir a sus socios y sobre la propiedad inmueble. No podrán establecer más de cuatro almacenes de distribución en Puerto Rico.

Ley Núm. 104 del 17 de junio de 2000 - Exime del pago de patentes municipales al volumen de negocios generado, a través de la compra y reventa de bienes a la cadena de detallistas.",true,"",2014-07-07 16:38:54.556-07,2014-11-26 12:25:01.461-08,"{open_franchise,other}",{0},{incentive},7,7
34,Taxis Híbridos o Eléctricos,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Cantidad maxima: 
•Hasta $300,000

Términos: 

•Término máximo hasta 72 meses, dependiendo del año del vehículo.

Tasa de interés anual: 

•5.75% fija por los primeros 3 años (actual)*.
•La tasa de interés se fijará al 2.50% sobre la tasa de interés preferente (prime rate) prevaleciente a la fecha del cierre.


Cargo por compromiso: 
•$0.00

Cargo por manejo: 
•$0.00",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},"{other,_transportacin}",any,{any},"Este producto permitirá ampliar la flota de taxis, reemplazar vehículo por uno que represente ahorro energético y ahorro en combustible, beneficiando al usuario y fomentando el empleo.",yes,5 a 15%,2014-07-07 14:39:37.386-07,2014-09-08 09:11:42.255-07,"{anything,buy_equipment}",{0},"{incentive,loan}",6,3
112,"Mercadeo, Promoción y Publicidad",{anywhere_in_pr},0,2020-12-30 16:00:00-08,5 a 30 días laborables,"Pareo de fondos para los costos (gastos) asociados con mercadeo (promoción y publicidad) hasta el máximo de 50% hasta $50,000.00 para empresas con un volumen de ventas de $100,000.00 o más. Para las empresas con un volumen de ventas menor a $100,000.00 el pareo de fondos será de un 50% hasta $30,000.00 ",Zenaida Solis,zenaida.solis@pridco.pr.gov,(787) 758-4747,4,{for_profit},{6_25},"{0_99999,100000_499999,1000000_4900000,5000000_9900000}","{31-33,other}",any,{any},Empresa tiene que ser promovida por la Compañía de Fomento Industrial de Puerto Rico.,true,50% del pareo de fondos,2014-09-11 09:33:09.281-07,2014-09-11 09:33:48.671-07,"{other,apoyarenlasgestionesparagenerarlasventasdelaempresa}",{0},{reimbursement},17,57
24,Sector de Farmacias,{anywhere_in_pr},25,2041-12-30 16:00:00-08,90 días,"Cantidad máxima: 

•Hasta $10,000,000



Tasa de interés anual: 

•2% sobre la tasa de interés preferente (prime rate) con una tasa mínima (floor) de 6.50%.


Colateral / Garantías: 


•Estará sujeto a la determinación del BDEPR de acuerdo a sus políticas de crédito. El financiamiento podrá estar condicionado a garantías federales o estatales o a la participación con otra entidad financiera. Los términos y condiciones del financiamiento serán ajustados según determine la agencia que provea la garantía o la entidad financiera que participe.
",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},"{other,farmacuticos}",any,{any},"Financiamiento dirigido a farmacéuticos licenciados que deseen establecer o comprar una farmacia que constituirá su primera operación de farmacia, como también a dueños de farmacias existentes.",,"",2014-07-03 14:45:27.764-07,2014-09-08 08:29:36.489-07,{anything},{0},{loan},6,3
33,Dueños de Excursiones Turísticas,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"•	Contribución Mínima de 10% hasta 25% 
•	Término Máximo de 72 meses (dependiendo del año del vehículo)

Interés

•	2.50% sobre la tasa de interés preferencial (prime rate) a fijarse al momento del cierre.",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},"{other,_transportacin_turstica}",any,{any},"Este producto provee financiamiento a todo empresario a quien la Compañía de Turismo le expida o le haya expedido autorización, franquicia o licencia para operar taxis, vehículos públicos o excursiones turísticas. ",,"",2014-07-07 12:19:00.156-07,2014-09-05 12:04:57.013-07,"{anything,buy_equipment}",{0},"{incentive,loan}",6,3
23,Microempresas Oficina de Asuntos de la Junventud (OAJ),{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Incentivos
•	Interés Fijo de 8% y sujeto a determinación de OAJ
•	No requiere contribución mínima
•	$25 Cargo Inicial
•	$0  Cargo por Manejo
•	$0 Cargo por Compromiso

Cantidad

•	Hasta $10,000",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},{any},any,{any},"Financiamiento para jóvenes entre 21 y 29 años que desean establecer un negocio.  
Fondo de Garantía de la OAJ cubriendo el 100% del financiamiento.",false,"",2014-07-03 13:11:53.115-07,2014-09-05 10:23:33.287-07,{anything},"{1,2}","{incentive,loan}",6,3
94,BADECO,{caguas},150,2024-06-29 17:00:00-07,6 ,"Se otorgan préstamos comerciales, eficiencia energética y de vivienda.  BADECO atiende negocios de la Región Centro Oriental y somos más flexible que la banca tradicional.",Adrian Muñiz Mariani,amuniz@badeco.org,787-337-8833,0,{any},{any},{any},{81},any,,"",,"",2014-09-10 11:28:21.968-07,2014-11-06 06:41:16.732-08,"{open_location,open_franchise,working_capital,buy_equipment,start_business,improve_commercial_property,keep_employees,relocate_business,other}",{0},{other},8,1
95,Manufactura Mueble y Otros Productos Relacionados,{anywhere_in_pr},0,2020-12-30 16:00:00-08,5 a 30 días laborables,Programa e Incentivos Económicos Especiales para la Industria Puertorriqueña de Manufactura de Muebles y Otros Productos Relacionados,Zenaida Solis,zenaida.solis@pridco.pr.gov,(787) 758-4747,0,{for_profit},{6_25},{any},"{31-33,other}",any,{any},"Empresa tiene que ser promovida por la Compañía de Fomento Industrial de Puerto Rico. Ley Núm. 8 del 2 de octubre de 1986
",true,Sujeto a solicitud de incentivo económico especial,2014-09-10 11:28:37.14-07,2014-09-11 09:26:11.086-07,"{other,materiaprimaadquisicinymejorasedificiomaquinariayequiposarrendamientoasistenciatcnicanminaenproduccinmercadeoypromocinyinteresesdeprstamos}",{0},{incentive},17,57
62,Ley de Incentivos para la Generación y Retención de Empleos en las PYMES,{anywhere_in_pr},0,2050-06-29 17:00:00-07,30 dias,"De ser aprobado y certificado bajo este programa el solicitante podrá acogerse a los siguientes beneficios: 
1. Proceso expédito para la concesión de permisos y certificaciones.
2. Tasa preferencial y proceso expédito con el Banco de Desarrollo Económico (BDE)
3. Descuentos en cursos del ICEDE
4. Reembolso Salarial (Ley 52)
5. Rentas preferenciales con PRIDCO y CCE
6. Contribución sobre ingresos tasa preferenciales
7. Exención Parcial Propiedad mueble y/o inmueble
8. Descuento en Primas del Fondo del Seguro del Estado
9. Exención Parcial Patentes Municipales
10. Reservas en las Compras del Gobierno (Set Aside)
11. Ahorros en Bono de Navidad
",Primer Peso,primerpeso@cce.pr.gov,787-294-0101 ,0,"{any,non_profit,for_profit,sole_proprietor,cooperative}","{1_5,6_25,26_50}","{0_99999,100000_499999,500000_999999,1000000_4900000,5000000_9900000}",{any},any,"{any,student,veteran,minority}","",true,"",2014-08-15 06:32:52.622-07,2014-11-26 12:25:34.997-08,"{anything,open_location,open_franchise,train_employees,working_capital,buy_equipment,buy_commercial_property,hire_employees,start_business,export,export_products,export_services,improve_commercial_property,keep_employees,relocate_business,other}",{0},"{incentive,loan,reimbursement,expertise,financing,other}",7,7
45,Puerto Rico Exporta,{anywhere_in_pr},0,2050-06-29 17:00:00-07,30 dias,"Este programa consta de cuatro etapas de capacitación que ayudarán al empresario a iniciar y desarrollar la actividad exportadora. Estas son las siguientes:

Etapa de Diagnóstico - Determina el nivel de capacidad de exportación de la empresa.

Etapa de Desarrollo de Plan de Exportación - Este plan es una herramienta esencial para lograr un crecimiento económico mediante la exportación de los productos y servicios. Además, debe ser parte del plan de negocio de la empresa.

Etapa de Ejecución de Plan de Exportación - La CCE ofrece varias herramientas para realizar el plan de exportación y comenzar a exportar. Entre estos podemos mencionar: misiones comerciales, ferias internacionales, misiones individuales y plan de capacitación.

Etapa de Seguimiento - Es una de las etapas más importantes en el proceso de exportación ya que es imprescindible para concretizar cualquier oportunidad de negocio. Para esto los empresarios puertorriqueños cuentan con el asesoramiento individualizado de los especialistas en comercio internacional.

El inicio del plan de exportación no significa que la empresa ha finalizado Puerto Rico Exporta. El propósito de esta asistencia es fortalecer las empresas en los mercados internacionales ya que la exportación de los productos y servicios debe ser uno dinámico y de continua educación.",Primer Peso,primerpeso@cce.pr.gov,787 294-0101,0,"{any,non_profit,for_profit,sole_proprietor,cooperative}",{any},{any},{any},any,"{any,student,veteran,minority}","Puerto Rico Exporta es un programa que busca incentivar y promover la exportación de los productos y servicios de las empresas puertorriqueñas, con el propósito de que se convierta en una actividad continua y permanente que contribuya al desarrollo económico de Puerto Rico. Este Programa pretende brindar los conocimientos y herramientas básicas para obtener una formación en comercio internacional.",true,"",2014-07-07 16:03:39.673-07,2014-11-26 12:26:41.469-08,"{export,export_products,export_services}",{0},{expertise},7,2
29,Microempresarios,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Cantidad máxima: 

•Hasta $25,000.



Aportación mínima: 
•$0.00



Tasa de interés anual: 

•6.50% - 10.75%


Tasa de interés será calculada a base de análisis de riesgo y crédito. La misma podrá ser fija o fluctuante. De ser fluctuante podrá variar con los cambios de la tasa de interés preferente (prime rate).


Cargo por compromiso: 

•$0.00 cargo por compromiso.



Cargos por manejo: 

•$50 individuos y $100 corporación.



Gastos legales: 

•$100 individuos y $200 corporación.
",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{1_5},{any},{any},any,{any},Financiamiento para personas naturales o jurídicas que interesan desarrollar el autoempleo en empresas de cinco empleados o menos.,,"",2014-07-07 11:26:33.603-07,2014-09-05 12:40:16.43-07,{anything},{0},{loan},6,3
48,Certificación de Suplidor Local para la venta a Barcos Cruceros,{anywhere_in_pr},0,2050-06-29 17:00:00-07,30 a 90 dias ,Certificación como Suplidor Local para venderle a barcos cruceros y así aumentar sus ventas.,Primer Peso,primerpeso@cce.pr.gov,787 294-0101,0,"{for_profit,sole_proprietor,cooperative}",{any},{any},"{11,any,31-33}",any,"{any,student,veteran,minority}","",false,"",2014-07-08 07:56:23.782-07,2014-11-26 12:27:10.082-08,"{anything,other}",{0},{other},7,7
113,"Desarrollo e Investigación (""R&D"")",{anywhere_in_pr},0,2020-12-30 16:00:00-08,5 a 90 días laborables,"Un 4% fijo del impuesto corporativo para las industrias que realicen R&D como parte de sus actividades industriales; 1% fijo de impuesto corporativo en los productos manufacturados en Puerto Rico mediante el uso de tecnologías novedosas pioneras; 0% de tasa de impuestos corporativos en los productos manufacturados en Puerto Rico mediante el uso de tecnologías novedosas y pioneras que se han desarrollado en la isla.; Crédito fiscal por un monto de 50% de las inversiones efectuadas en el D&R en la isla (Este crédito fiscal puede ser transferido, vendido, utilizado contra impuesto o usado contra pago de servicios públicos); Fondos disponibles para proyectos especiales de R&D de importancia estratégica que determine la Junta de Directores de Fomento.",Zenaida Solis,zenaida.solis@pridco.pr.gov,(787) 758-4747,0,{for_profit},{6_25},{any},"{31-33,other}",any,{any},"Servicios para empresas con Decreto de Exención Contributiva bajo la LEy Núm. 73 de 2008, Ley núm. 83 de 2010 o Ley Núm. 20 de 2012.",true,Variable,2014-09-11 09:47:40.835-07,2014-09-11 09:58:22.269-07,"{other,estimularlainversinencreacindecapacidadparainnovarycomercializar}",{0},{incentive},17,57
42,Línea de Crédito,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 days,"Cantidad máxima: 
•Hasta  $10,000,000


Por ciento a financiar: 
•Capital de operaciones – se financiará entre un 80% a 100%.

Término máximo: 
•Hasta un (1) año.

Aportación mínima requerida: 
•0% - 20% del capital de operaciones.

Tasa de interés anual: 
•6.50% - 10.75%
Tasa de interés será calculada a base de análisis de riesgo y crédito. La misma podrá ser fija o fluctuante. De ser fluctuante podrá variar con los cambios de la tasa de interés preferente (prime rate). 

Colateral: 
•Sujeto a la discreción del BDEPR de acuerdo a sus políticas de crédito.
•Se podrá requerir colateral inmueble y mueble, incluyendo, pero no limitándose, a gravámenes mobiliarios sobre maquinaria y equipo, cesiones de contratos, cuentas por cobrar e inventario.
•Además, se podrá requerir garantías adicionales, estatales o federales.

Cargo por compromiso: 
•1.25% en financiamientos menores de $500,000.
•1.50% en financiamientos de $500,000 o más. 

Cargo por manejo: 
•0.25% en financiamientos menores de $500,000.

•0.50% en financiamientos de $500,000 o más.
",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,{any},{any},{any},{any},any,{any},Financiamiento generalmente rotativo que cubre las necesidades operacionales recurrentes y de capital de trabajo a corto plazo. Los términos y condiciones de las líneas de crédito serán determinadas de caso a caso.,,"",2014-07-07 15:37:21.44-07,2014-09-08 07:56:55.878-07,{working_capital},{0},{loan},6,3
30,Exportadores,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Cantidad máxima: 
•Hasta $10,000,000

Por ciento a financiar: 
•Línea de crédito: 100% del costo del contrato u orden (excluyendo margen de ganancia).

•Préstamo a término:


- Bienes inmuebles – hasta 80% del precio total o valor de tasación, lo que resulte menor.

- Bienes muebles – hasta 75% del costo si es nuevo o 60% del costo o del valor de tasación si es usado, lo que resulte menor. 

- Capital de operaciones – se evaluará caso a caso.


Aportación mínima requerida: 
•Línea de crédito: $0.00.

•Préstamo a término: Negocio nuevo 20%; Negocio existente 10%.


Término máximo: 

•Línea de crédito: 1 año.
•Préstamo a término: Hasta 30 años.

Tasa de interés anual: 
•6.50% - 10.75%
Tasa de interés será calculada a base de análisis de riesgo y crédito. La misma podrá ser fija o fluctuante. De ser fluctuante podrá variar con los cambios de la tasa de interés preferente (prime rate). ",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},{any},any,{any},"Proveer líneas de crédito y financiamiento a término a empresas para exportar productos.

Collateral 

•	Businesses that have been in operation for five or more years; assignment of contract or accounts receivable and an assignment of payment
•	Additional collateral will be required only when the business has been in operation for less than a year",,"",2014-07-07 11:32:04.996-07,2014-09-08 08:40:50.243-07,{export},{0},{loan},6,3
9,Incentivos Contributivos y Gestoría,{caguas},200,2017-01-29 16:00:00-08,30 days,"The new Incentives Code provides fiscal benefits for activities developed in specific areas such as the special development zone of the Traditional Urban Center and the Special Development Corridors, among others which due to their potential for growth and their impact on the economy as a whole are considered a priority. In addition, it provides benefits to more than 21 types of eligible units or businesses.
",Ana María Rodríguez ,arodriguez@caguas.gov.pr,7876538833,0,{any},{any},{any},"{11,42,51,54,56,61,62,48-49,other}",any,{any},Disqualifying factors: companies already established in the city that are not planning to grow.  ,false,"",2014-07-02 11:42:16.317-07,2014-11-05 05:16:46.289-08,"{open_location,start_business,export,keep_employees,relocate_business}",{0},{incentive},8,1
50,Cursos ICEDE,{anywhere_in_pr},100,2050-06-29 17:00:00-07,7 a 14 dias,"El Instituto de Comercio Exterior y Desarrollo Empresarial (ICEDE) cuenta con una oferta variada de cursos que promueven la aplicación de conocimientos, a través de actividades educativas competitivas y actualizadas a las últimas tendencias en el mercado empresarial. De forma tal que las empresas puedan lograr un mayor rendimiento y eficiencia en sus negocios.

Contamos con una oferta academica de sobre 85 cursos dirigidos a mejorar las capacidades y conocimientos de los empresarios en materias tales como: recursos humanos, tecnología, administración de empresas, comercio internacional, leyes laborales, etc.",Primer Peso,primerpeso@cce.pr.gov,787 294-0101,0,"{any,non_profit,for_profit,sole_proprietor,cooperative}",{any},{any},{any},any,"{any,student,veteran,minority}","",,"",2014-07-29 11:21:50.573-07,2014-11-26 12:27:36.223-08,{anything},{0},{expertise},7,7
31,Cultivo en Ambiente Controlado,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Cantidad máxima: 
•Hasta $100,000

Uso de fondos: 
•Capital de operaciones, compra de maquinaria y equipos y mejoras hasta 7 años 

Aportación mínima: 
•10% del costo total del proyecto.


Tasa de interés anual: 

•6.50% - 10.75%
•Tasa de interés será calculada a base de análisis de riesgo y crédito. La misma podrá ser fija o fluctuante. De ser fluctuante podrá variar con los cambios de la tasa de interés preferente (prime rate).

Cargo por compromiso: 
•1.25% del total del financiamiento. 

Descuento:
•0.50% del cargo por compromiso antes mencionado.

Cargo por manejo: 

•0.25% del total del financiamiento.",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,"{for_profit,sole_proprietor}",{any},{any},{11},any,{any},"Financiamiento dirigido a empresas agrícolas interesadas en desarrollar proyectos que signifiquen una mejora en sus procesos, protegiendo y mejorando el medio ambiente, creando conciencia empresarial sobre la importancia del cuidado del medioambiente bajo la aplicación del concepto ""producción más limpia”.",,"",2014-07-07 11:38:24.942-07,2014-09-08 08:36:00.196-07,{anything},{0},"{incentive,loan}",6,3
114,Trasporte Terrestre y Marítimo al Exterior,{anywhere_in_pr},0,2020-12-30 16:00:00-08,5 a 90 días laborables,"reembolso de 20% de los costos de transporte de cada contenedor enviados desde Puerto Rico a cualquier puerto en el mundo, hasta un máximo $2,000.00 por envío a empresas cuyas ventas anuales no excedan de $10 millones. La cantidad máxima que se otorga es de $50,000.00 anuales por empresa y afiliadas.",Zenaida Solis,zenaida.solis@pridco.pr.gov,(787) 758-4747,0,{for_profit},{6_25},"{0_99999,100000_499999,1000000_4900000,5000000_9900000}","{31-33,other}",any,{any},Empresa tiene que ser promovida por la Compañía de Fomento Industrial de Puerto Rico.,true,variable,2014-09-11 10:04:33.978-07,2014-09-11 10:06:53.079-07,"{other,reduccindecostosenlatransportacin}",{0},"{incentive,reimbursement}",17,57
36,Sector Creativo / Cultural,{anywhere_in_pr},25,2040-12-30 16:00:00-08,90 días,"Cantidad máxima: 
•Hasta  $10,000,000

Uso de fondos: 

•Capital operacional hasta 5 años
•Compra de equipo y maquinaria hasta 7 años
•Mejoras hasta 10 años

Tasa de interés anual: 
•6.50% - 10.75%
•Tasa de interés será calculada a base de análisis de riesgo y crédito. La misma podrá ser fija o fluctuante. De ser fluctuante podrá variar con los cambios de la tasa de interés preferente (prime rate). 

Cargo por compromiso: 
•1.25% en financiamientos menores de $500,000.
•1.50% en financiamientos de $500,000 o más.

Descuento: 
•0.50% del cargo por compromiso antes mencionado en financiamientos menores de $500,000.

Cargo por manejo: 
•0.25% en financiamientos menores de $500,000.
•0.50% en financiamientos de $500,000 o más.",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,{any},{any},{any},{any},any,,"Promover y mercadear el financiamiento a aquellas personas que deseen establecer o crecer su negocio en las disciplinas del arte, incluyendo la industria del cine.",,"",2014-07-07 15:02:09.059-07,2014-09-08 09:32:16.738-07,{anything},{0},{loan},6,3
115,"Centro de Asistencia para la Contratación Federal (""FeCC"")",{anywhere_in_pr},0,2020-12-30 16:00:00-08,5 a 90 días laborables,Asistencia en las siguientes áreas:,Zenaida Solis,zenaida.solis@pridco.pr.gov,(787) 758-4747,0,{any},{6_25},{any},"{31-33,other}",any,{any},"Asistencia en las siguientes áreas: Procedimiento para venderle al Gobierno Federal; Registro para hacer negocios con el Gobierno Federal; Certificaciones de pequeñps negocios, incluyendo 8ª HUBZone y Negocios Pequeños en Desventajas; Registros y programas para veteranos; entre otros servicios complementarios",true,variable,2014-09-11 10:39:44.922-07,2014-09-11 10:41:51.118-07,"{other,ayudaraempresasaobtenercontratosdegobiernoconeldepartamentodedefensaotrasagenciasyprincipalescontratistasfederales}",{0},{incentive},17,57
38,Centros de Cuido para la Niñez y Centros de Personas de Edad Avanzada,{anywhere_in_pr},25,2031-12-30 16:00:00-08,90 días,"Cantidad máxima: 
•Hasta $300,000


Uso de fondos: 

•Capital de operaciones hasta 5 años.
•Maquinaria y equipo hasta 7 años.
•Mejoras hasta 10 años.
•Compra o construcción de inmueble hasta 30 años.


Aportación mínima: 
•10% del costo total del proyecto.


Tasa de interés anual: 

•3.25%* fijo por los primeros 5 años.
*La tasa de interés se fijará a la tasa de interés preferente (prime rate) prevaleciente a la fecha del cierre, si la colateral cubre el 100% del riesgo. Si la colateral cubre el 50% del riesgo, se aplicará 1% sobre la tasa preferente (prime rate) y un 2% si la colateral cubre menos del 50% del riesgo.

Fuente de fondos: 

•Fondos provistos bajo la Ley 212 del 29 de agosto de 2000 y la Ley 265 del 9 de septiembre de 2004. 


Cargo por compromiso: 
•1.25% del total del financiamiento.


Cargo por manejo: 
•0.25% del total del financiamiento.",Jorge Martí,jmarti@bde.pr.gov,7876414300,0,{for_profit},{any},{any},{any},any,,Producto creado para contribuir a que los niños y personas de edad avanzada sean cuidados en centros que cuenten con las facilidades necesarias (Ley Núm. 212 de 29 de agosto de 2000).,true,10%,2014-07-07 15:20:53.572-07,2014-09-08 08:55:43.917-07,{anything},{0},{loan},6,3
